title,network,country,classification,start_date,seasons,status,rating,votes,cast,description,tv_comedies,crime_tv_shows,tv_dramas,docuseries,teen_tv_shows,tv_horror,kids_tv,romantic_tv_shows,science_nature_tv,british_tv_shows,tv_action_adventure,anime_series,reality_tv,tv_mysteries,tv_scifi_fantasy
The Family,ABC,US,TV-14,2016-03-03,1,Ended,7.5,4665,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth","An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiny House Nation,A&E,US,TV-PG,2014-07-09,1,Running,7.2,773,Unknown,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wu Assassins,Netflix,US,TV-MA,2019-08-08,1,Running,6.4,9291,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Paradise PD,Netflix,US,TV-MA,2018-08-31,1,Running,6.9,12789,"Tom Kenny, David Herman, Sarah Chalke, Kyle Kinane, Dana Snyder, Cedric Yarbrough, Grey Griffin, John DiMaggio, Roger Black, Waco O'Guin","An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeh Meri Family,TVFPlay,IN,TV-PG,2018-07-13,1,Running,9.2,18810,"Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai","In the summer of 1998, middle child Harshu balances school, family, friendship and other challenges of growing up.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The A List,Netflix,US,TV-PG,2018-10-25,1,Ended,5.4,1482,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Innocents,Netflix,US,TV-MA,2018-08-24,1,Ended,6.3,5068,"Sorcha Groundsell, Percelle Ascott, Guy Pearce, Sam Hazeldine, Nadine Marshall, Jóhannes Haukur Jóhannesson, Laura Birn, Ingunn Beate Øyen, Arthur Hughes, Trond Fausa, Lise Risom Olsen, Philip Wright",Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Rust Valley Restorers,History,US,TV-14,2018-12-06,1,Running,7.7,1892,"Mike Hall, Michael Daingerfield","Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hyperdrive,Netflix,UK,TV-PG,2019-08-21,1,Ended,8.1,2125,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak","Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ultraviolet,AXN,PL,TV-MA,2017-10-25,1,Running,7.0,1247,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cannon Busters,Netflix,US,TV-MA,2019-08-15,1,Running,6.8,869,"Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama",Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DC Super Hero Girls,Cartoon Network,US,TV-Y7-FV,2019-03-08,1,Running,6.9,581,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks","As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Switched,Netflix,US,TV-MA,2018-08-01,1,Ended,7.2,1009,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima","High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Aussie Gold Hunters,Discovery CHANNEL,GB,TV-MA,2016-08-01,1,Running,7.1,236,Unknown,Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Legacies,The CW,US,TV-14,2018-10-25,1,Running,7.5,17289,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston","Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
American Odyssey,NBC,US,TV-14,2015-04-05,1,Ended,7.3,5898,"Anna Friel, Peter Facinelli, Jake Robinson, Jim True-Frost, Treat Williams, Sadie Sink, Omar Ghazaoui, Nate Mooney, Elena Kampouris, Daniella Pineda, Adewale Akinnuoye-Agbaje","An elite soldier, a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful American corporation.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moving On,BBC One,UK,TV-14,2009-05-18,1,To Be Determined,7.4,297,"Irene Santiago, Gary Estrada, Ariel Rivera, Patrick Theo, Louise Chong, Mano Maniam, Jojo Struys, Alvin Wong","Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The New Legends of Monkey,Netflix,US,TV-PG,2018-01-28,1,To Be Determined,6.5,3360,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel, Josh McKenzie, Jordan Mooney, Jarred Blakiston",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
I Think You Should Leave with Tim Robinson,Netflix,US,TV-MA,2019-04-23,1,Running,7.7,5186,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girlboss,Netflix,US,TV-MA,2017-04-21,1,Ended,7.0,14989,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley","Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Piloto,Univision,US,TV-MA,2017-03-07,1,Ended,5.7,226,"Livia Brito, Juan Eduardo Colucho, Arap Bethke, María Fernanda Yépes, Alejandro Nones, María De La Fuente, Verónica Montes, Natasha Domínguez, María Fernanda García, Mauricio Aspe, Stephanie Salas, Tommy Vasquez, Macarena Achaga","Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunatics,Netflix,US,TV-MA,2019-04-19,1,To Be Determined,6.6,2704,Chris Lilley,This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charité,Das Erste,DE,TV-MA,2017-03-21,1,Running,7.8,2223,"Alicia von Rittberg, Maximilian Meyer-Bretschneider, Justus von Dohnányi, Matthias Koeberlin, Christoph Bach, Ernst Stötzner, Klara Deutschmann, Ramona Kunze-Libnow, Daniel Sträßer, Tanja Schleiff, Monika Oschek, Emilia Schüle, Matthias Brenner, Thomas Loibl","At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Messengers,The CW,US,TV-PG,2015-04-17,1,Ended,6.5,8689,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Star-Crossed,The CW,US,TV-14,2014-02-17,1,Ended,7.3,16700,"Aimee Teegarden, Matt Lanter, Grey Damon, Malese Jow, Greg Finley, Natalie Hall, Titus Makin Jr., Chelsea Gilligan",The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Rosario Tijeras,Azteca,MX,TV-14,2016-10-30,1,Running,8.0,232,"María Fernanda Yépez, Andrés Sandoval, Sebastian Martinez, Adriana Arango, Juan Felipe Barrientos, Héctor García","This is Rosario's story, a girl born and raised in the city slums who becomes a legend in her own time in spite of her humble upbringing.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huge in France,Netflix,US,TV-MA,2019-04-12,1,To Be Determined,6.8,2301,"Gad Elmaleh, Scott Keiji Takeda, Jordan Ver Hoeve, Erinn Hayes, Matthew Del Negro","Eager to reconnect with his son, French comedy star Gad Elmaleh moves to LA, only to discover that he's left all his fame and celebrity perks behind.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Summer,Netflix,US,TV-MA,2019-04-11,1,Running,6.4,18066,"Jaime King, Justin Chu Cary, Christine Lee, Sal Velez Jr., Kelsey Flower, Erika Hau, Edsson Morales, Gwynyth Walsh, Stafford Perry, Mustafa Alabssi","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
You vs. Wild,Netflix,US,TV-PG,2019-04-10,1,Running,6.7,1971,Bear Grylls,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Ultraman,Netflix,US,TV-14,2019-04-01,1,Running,6.9,1487,"Ryohei Kimura, Takuya Eguchi, Megumi Han, Hideyuki Tanaka, Sumire Morohoshi, Ken Uo, Shigeru Ushiyama, Ryota Takeuchi, Eiji Hanawa, Hirokazu Sekido, Minoru Shiraishi, Kenjiro Tsuda, Hiroaki Hirata, Kaiji Soze","Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fallet,SVT1,SE,TV-MA,2017-04-07,1,Ended,6.8,1374,"Lisa Henni, Adam Godley, Tomas von Brömssen, Lia Boysen, Christoffer Nordenrot, Stina Rautelin, Erik Madsen, Magnus Krepper, Meliz Karlge, Linda Nilarve, Björn Granath, Richenda Carey, Dag Malmberg",A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Loaded,Channel 4,GB,TV-14,2017-05-08,1,Ended,6.5,1136,"Jim Howick, Samuel Anderson, Jonny Sweet, Nick Helm, Mary McCormack, Aimee-Ffion Edwards, Lolly Adefope",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ripper Street,BBC Two,UK,TV-MA,2012-12-30,5,Ended,8.1,18956,"Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Haven,Syfy,US,TV-14,2010-07-09,5,Ended,7.6,34822,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland","Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Galavant,ABC,US,TV-PG,2015-01-04,2,Ended,8.1,14040,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jack Whitehall: Travels with My Father,Netflix,US,TV-MA,2017-09-22,3,To Be Determined,7.7,3799,"Jack Whitehall, Michael Whitehall","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Once Upon a Time,ABC,US,TV-PG,2011-10-23,7,Ended,7.7,206093,"Lana Parrilla, Robert Carlyle, Jared Gilmore, Jennifer Morrison, Ginnifer Goodwin, Josh Dallas, Colin O'Donoghue, Emilie de Ravin","In this fantasy series, a young woman is drawn to a small Maine town and discovers that it's filled with elements of the fairy tale world.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Reign,The CW,US,TV-14,2013-10-17,4,Ended,7.5,42624,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker","This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Vampire Diaries,The CW,US,TV-14,2009-09-10,8,Ended,7.7,277090,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan","Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Gotham,FOX,US,TV-14,2014-09-22,5,Ended,7.8,209036,"Ben McKenzie, Donal Logue, Jada Pinkett Smith, David Mazouz, Sean Pertwee, Camren Bicondova, Robin Lord Taylor, Cory Michael Smith, Erin Richards, John Doman, Victoria Cartagena, Andrew Stewart-Jones, Larry Pine, Jessica Lucas, Maggie Geha, Charlie Tahan, Drew Powell, Morena Baccarin, Anthony Carrigan, Crystal Reed, Chris Chalk, Damian Young, Michael Buscemi, Alexander Siddig, Michael Maize","Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents.",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Skylanders Academy,Netflix,US,TV-Y7,2016-10-28,3,Ended,6.5,559,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin",Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Explained,Netflix,US,TV-14,2018-05-23,2,To Be Determined,8.1,6407,Unknown,"This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abstract: The Art of Design,Netflix,US,TV-14,2017-02-10,2,Ended,8.4,4599,"Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles",Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glitch,ABC,AU,TV-MA,2015-07-09,3,Ended,7.4,14234,"Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay, Ned Dennehy, Sean Keenan, Hannah Monson, Aaron L. McGrath, John Leary, Rodger Corser, Andrew McFarlane, Luke Arnold, Rob Collins, Pernilla August",A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Portlandia,IFC,US,TV-14,2011-01-21,8,Ended,7.8,17908,"Fred Armisen, Carrie Brownstein","Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Matter,CTV Sci-Fi Channel,US,TV-14,2015-06-12,3,Ended,7.5,38335,"Marc Bendavid, Melissa O'Neil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland, Roger Cross, Zoie Palmer","After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Horror Story,FX,US,TV-MA,2011-10-05,8,Running,8.0,271869,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston","This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
VeggieTales in the House,Netflix,US,TV-Y,2014-11-26,4,Ended,4.5,246,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille","Bob the Tomato, Larry the Cucumber and their Veggie pals venture beyond the kitchen counter in these playful adventures with Christian themes.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fastest Car,Netflix,US,TV-MA,2018-04-06,2,Running,7.1,1076,Unknown,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Quantico,ABC,US,TV-14,2015-09-27,3,Ended,6.7,56633,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi","When evidence in a deadly terrorist attack implicates FBI trainee Alex Parrish, she must discover which one of her classmates framed her.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
The Blacklist,NBC,US,TV-14,2013-09-23,6,Running,8.0,188400,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò","After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Penny Dreadful,Showtime,US,TV-MA,2014-05-11,3,Ended,8.2,110247,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway","The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
